LowCarbIm_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,HighCarbIm_GPFm1,LAInsulinIm1_GPFm1,LAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,FAInsulinIm2_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.437498460404868,0.0,0.0,0.0,19.437498460404868,17.941360291363623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.251983754224057,18.251983754224057,
0.0,0.0,10.021545052979576,0.0,0.0,0.0,0.0,0.0,9.361722007244197,43.90978758646966,0.0,0.0,10.303962115217104,44.97032149484775,42.982872306094634,1.846106059417167,9.268858048830594,10.400057823623229,0.0,0.0,0.0,9.453664030100612,42.50196431293719,43.53571939950615,
0.0,0.0,10.021545052979576,0.0,0.0,0.0,0.0,0.0,9.361722007244197,43.90978758646966,0.0,0.0,10.303962115217104,44.97032149484775,42.982872306094634,1.846106059417167,9.268858048830594,10.400057823623229,0.0,0.0,0.0,9.453664030100612,42.50196431293719,43.53571939950615,
0.0,0.0,13.00112630436658,0.0,0.0,0.0,0.0,0.0,9.361722007244197,64.27130491385995,8.53456185785771,0.0,12.175695661478755,68.67204003385473,66.37706934000485,1.846106059417167,9.268858048830594,12.27179136988488,8.53456185785771,0.0,0.0,9.453664030100612,62.86348164032748,67.23743793851312,
0.0,0.0,21.80305901226231,0.0,0.0,0.0,0.0,0.0,17.833097223315207,88.79167872367822,30.33936403693562,0.0,20.647070877549766,93.192413843673,91.0293134318114,23.767328767173098,31.190080756586525,21.02070055040039,32.85591835331306,0.0,0.0,18.202573210616123,88.57078437058914,92.94474066877478,
19.298985967043762,17.716882448627132,46.780736582491755,16.08928158502937,17.716882448627132,16.08928158502937,17.716882448627132,16.08928158502937,41.01893626980714,114.47840610148444,47.22812787480669,17.716882448627132,44.87880105271066,118.32298950816866,116.58146833176627,39.86508044119236,49.84051952898875,45.25243072556128,49.744682191184125,16.08928158502937,19.298985967043762,41.38841225710806,114.25751174839536,118.07531633327045,
19.298985967043762,17.716882448627132,46.780736582491755,16.08928158502937,17.716882448627132,16.08928158502937,17.716882448627132,16.08928158502937,41.01893626980714,114.47840610148444,47.22812787480669,17.716882448627132,44.87880105271066,118.32298950816866,116.58146833176627,39.86508044119236,68.17896299205688,45.25243072556128,49.744682191184125,16.08928158502937,19.298985967043762,41.38841225710806,114.25751174839536,118.07531633327045,
19.298985967043762,17.716882448627132,53.173500583490636,16.08928158502937,17.716882448627132,16.08928158502937,17.716882448627132,16.08928158502937,43.34049806643651,137.9753968512819,66.66663535511367,17.716882448627132,50.84252709890566,145.7521874826531,143.89420036739367,39.86508044119236,86.78990158169074,51.21615677175629,69.1831896714911,16.08928158502937,19.298985967043762,43.709974053737426,137.7545024981928,145.5045143077549,
