LowCarbIm_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,HighCarbIm_GPFm1,LAInsulinIm1_GPFm1,LAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,FAInsulinIm2_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
10.933516354881618,10.96520423749385,13.84442829984772,10.96520423749385,10.924098141575485,10.924098141575485,10.924098141575485,10.96520423749385,13.823179422544428,19.334550081695454,12.971152780079308,10.96520423749385,13.823179422544428,19.334550081695454,19.332746029450533,13.015705021332735,13.015705021332735,13.857584106875208,13.125735520966174,10.924098141575485,10.933516354881618,13.857584106875208,19.185475020753984,19.185475020753984,
13.531991371849642,13.567044849148687,21.454021113214623,13.719396230990952,13.519561634561626,13.672371272565329,13.519561634561626,13.719396230990952,21.428192754496138,24.999120052160237,20.8431676269185,13.567044849148687,21.418334950955966,24.829076222428057,24.737204856539307,22.454113493003916,22.61534039783794,21.45879851234656,21.394671306751235,13.672371272565329,13.531991371849642,21.468584396212492,24.890457644393052,24.726427609019908,
13.531991371849642,13.567044849148687,21.454021113214623,13.719396230990952,13.519561634561626,13.672371272565329,13.519561634561626,13.719396230990952,21.428192754496138,24.999120052160237,20.8431676269185,13.567044849148687,21.418334950955966,24.829076222428057,24.737204856539307,22.454113493003916,22.61534039783794,21.45879851234656,21.394671306751235,13.672371272565329,13.531991371849642,21.468584396212492,24.890457644393052,24.726427609019908,
13.531991371849642,13.567044849148687,21.454021113214623,13.719396230990952,13.519561634561626,13.672371272565329,13.519561634561626,13.719396230990952,21.428192754496138,30.150392006676697,20.8431676269185,13.567044849148687,21.418334950955966,31.60563114602158,31.531103262514932,22.454113493003916,22.61534039783794,21.45879851234656,21.394671306751235,13.672371272565329,13.531991371849642,21.468584396212492,30.041729598909512,31.50298253261343,
13.531991371849642,13.567044849148687,24.161667262676303,13.719396230990952,13.519561634561626,13.672371272565329,13.519561634561626,13.719396230990952,21.428192754496138,34.25417886678471,22.888548300062354,13.567044849148687,21.418334950955966,35.709418006129596,35.87078563012744,24.451588506813522,24.612815411647546,21.45879851234656,25.37522106089898,13.672371272565329,13.531991371849642,21.468584396212492,34.65832228510976,36.11957521881368,
22.22300534883263,15.888960322490021,30.33456373223669,13.719396230990952,15.84147710790296,13.672371272565329,15.84147710790296,13.719396230990952,29.172740159647788,34.25417886678471,29.951581088420085,15.888960322490021,30.66344731749834,35.709418006129596,35.87078563012744,33.88089345396068,32.183621121485885,30.703910878888934,32.43825384925671,13.672371272565329,22.22300534883263,29.213131801364142,34.65832228510976,36.11957521881368,
22.22300534883263,15.888960322490021,30.33456373223669,13.719396230990952,15.84147710790296,13.672371272565329,15.84147710790296,13.719396230990952,29.172740159647788,34.25417886678471,29.951581088420085,15.888960322490021,30.66344731749834,35.709418006129596,35.87078563012744,33.88089345396068,32.183621121485885,30.703910878888934,32.43825384925671,13.672371272565329,22.22300534883263,29.213131801364142,34.65832228510976,36.11957521881368,
