LowCarbIm_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,LowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,LowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,FAInsulinIm1_GPFm1,VeryLowCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,HighCarbIm_GPFm1,LAInsulinIm1_GPFm1,LAInsulinIm2_GPFm1,NormalCarbIm+LAInsulinIm2+FAInsulinIm2_GPFm1,FAInsulinIm2_GPFm1,VeryLowCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,VeryLowCarbIm_GPFm1,NormalCarbIm+LAInsulinIm1+FAInsulinIm2_GPFm1,HighCarbIm+LAInsulinIm1+FAInsulinIm1_GPFm1,HighCarbIm+LAInsulinIm2+FAInsulinIm1_GPFm1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.217955167706577,0.0,0.0,0.0,0.0,6.721877333838734,0.0,0.0,0.0,0.0,3.7335294005808635,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.217955167706577,0.0,0.0,0.0,0.0,6.721877333838734,0.0,0.0,0.0,0.0,3.7335294005808635,0.0,0.0,0.0,
7.671690355243641,7.602910831509007,0.0,9.095414957990357,7.90836072255982,9.33892176778059,5.469605990944061,6.199993102425438,0.0,0.0,14.615157391073211,5.466746941381643,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,6.211869146853118,9.728076904610745,0.0,0.0,0.0,
7.671690355243641,7.602910831509007,0.0,9.095414957990357,7.90836072255982,9.33892176778059,5.469605990944061,6.199993102425438,0.0,0.0,14.615157391073211,5.466746941381643,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,6.211869146853118,9.728076904610745,0.0,0.0,0.0,
7.671690355243641,7.602910831509007,0.0,9.095414957990357,7.90836072255982,9.33892176778059,5.469605990944061,6.51584765528591,0.0,0.0,14.615157391073211,5.466746941381643,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,6.332815530488148,9.728076904610745,0.0,0.0,0.0,
8.794296897689549,8.885738138386515,0.0,10.378242264867865,7.90836072255982,9.33892176778059,10.824624714405218,11.629777782133232,0.0,0.0,16.53141235013966,10.580677068228965,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,11.687834253949305,14.167214840446434,0.0,0.0,0.0,
8.794296897689549,8.885738138386515,0.0,10.378242264867865,7.90836072255982,9.33892176778059,10.824624714405218,11.629777782133232,0.0,0.0,16.53141235013966,10.580677068228965,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,11.687834253949305,14.167214840446434,0.0,0.0,0.0,
8.794296897689549,8.885738138386515,0.0,10.378242264867865,7.90836072255982,9.33892176778059,10.824624714405218,11.629777782133232,0.0,0.0,16.53141235013966,10.580677068228965,0.0,0.0,0.0,12.762349719814779,9.603635907827965,0.0,7.074974334125045,11.687834253949305,14.167214840446434,0.0,0.0,0.0,
8.954426195470035,8.885738138386515,0.0,10.378242264867865,7.90836072255982,9.33892176778059,10.824624714405218,11.629777782133232,0.0,0.0,16.53141235013966,10.580677068228965,0.0,0.0,0.0,12.762349719814779,15.588582756689817,0.0,7.074974334125045,11.687834253949305,14.167214840446434,0.0,0.0,0.0,
