HighCarbIm_Fm1,CarbCountingInsulinIm_Fm1,VeryLowCarbIm_Fm1,LowCarbIm_Fm1,NormalCarbIm_Fm1,SlidingScaleInsulinIm_Fm1,
-1320.5363865928873,163.29284884639128,201.48592941237985,-39.08204928275366,-405.34772704882374,-3264.4632107454845,
-1340.4276640672367,167.51246319950968,204.44690806599723,-40.80967824680779,-411.83911365704654,-3371.6279806050443,
-1360.4118889817535,171.740254194551,207.3667872928514,-42.566659924333536,-418.4016900847661,-3375.582889576832,
-1380.8276171089708,175.97158071018293,210.08960977187184,-45.43751002661204,-425.5387854005269,-3482.7476594363916,
-1399.7475909732243,180.2029348780966,213.44983437662873,-44.74798935813359,-430.72283899547426,-3589.9124292959514,
-1418.1096306727204,184.43254017146788,217.01281178943572,-45.29492505790686,-435.87419271494065,-3697.077199155511,
-1436.0317037185819,188.5683306229306,220.72090075408232,-45.097270656355086,-440.5335742232373,-3804.241969015071,
-1452.9994081744012,192.67394360007893,224.69530342722206,-42.42152896909585,-443.8077670755257,-3911.4067388746307,
-1470.5093615865537,196.80709017622843,228.52681700121124,-39.78471307584557,-447.44282769048993,-3915.89267321688,
-1488.372679605518,200.98829555716347,232.25325651599786,-37.17594111332524,-451.3158250500373,-3920.1335612440525,
-1507.7950600138633,205.19985007683476,235.41401229888635,-37.41110946900629,-457.09675290558357,-3924.1957428902965,
-1527.6984860692107,209.42332863418383,238.36964675779376,-38.77080127859178,-463.50243901303475,-3928.180141772607,
-1546.336869292987,213.6487678624257,241.83474537600316,-37.33955319862139,-468.2773283716562,-3932.151230593355,
-1565.9494408804267,217.8727234710272,244.91601131398158,-37.961648876984576,-474.2914184663283,-3936.1324056119756,
-1586.0573978178566,222.09401248742498,247.78042924081873,-39.68907662178941,-480.9314574969259,-3940.1314838902713,
-1605.0457470931701,226.31189587837872,251.11442520142134,-38.75640693611055,-486.08990430738675,-4047.296253749831,
-1623.5659020416597,230.52602032385587,254.62202026609677,-36.818408438084916,-490.6245548009852,-4154.461023609391,
-1640.4573719280042,234.73683520483738,258.6146569105576,-33.97913126115155,-493.78917289058353,-4261.625793468951,
-1659.0824061299963,238.9221199764221,262.0845997721797,-35.113563864930484,-499.26912371160773,-4368.790563328511,
-1675.87480916586,243.105938473274,266.1002275168132,-32.128751212097484,-502.3145299430394,-4475.955333188071,
-1694.8609079246487,247.3032756369623,269.4350914528408,-32.48055438049953,-507.8327243524261,-4583.12010304763,
-1714.6338961099702,251.51805542971033,272.4476677081751,-33.98342427144263,-514.1859336573802,-4690.28487290719,
-1732.822271035132,255.7442819859992,276.06952565054013,-31.875083293939607,-518.4463173250131,-4694.250571588747,
-1750.8129124760708,259.97513086147785,279.755888160916,-29.420820092416463,-522.4578513107107,-4698.184074172006,
-1771.34267471418,264.20603618679576,282.4249550931337,-32.56789410929184,-529.7412822681963,-4702.117177513988,
-1789.8375173453826,268.43467566790383,285.9415284786634,-30.945606571965158,-534.361514982318,-4706.066189446349,
-1810.21449257813,272.65981301203783,288.68246155098825,-33.484499459541034,-541.3902521950625,-4710.039338033092,
-1828.9555918924154,276.8807366278018,292.10989694627233,-32.134517967288865,-546.2582643498133,-4714.040847684015,
-1847.523170424864,281.0971654466161,295.6005565051547,-30.338551504569672,-550.8706807501784,-4718.071853930191,
-1866.373680466883,285.3091489132471,298.98712438139927,-28.974323398138157,-555.8068328398665,-4722.131324218956,
-1885.3106640064657,289.51696902120494,302.34085166066933,-27.677321186865218,-560.8211348696915,-4726.216861469148,
-1906.3616966551078,293.7210516502756,304.75559946835637,-31.26219275265302,-568.5736990033645,-4730.325344372066,
-1926.684601309144,297.92189282740486,307.52166711331256,-32.876407972246234,-575.3326495137906,-4734.453399344169,
-1945.6363315529657,302.1200017953293,310.86974668768744,-31.377170726988727,-580.293838585414,-4738.597726249546,
-1964.83142977874,306.3158549352736,314.1226588416835,-30.30748413529204,-585.5493243075581,-4742.755338891676,
-1985.6390240690653,310.50982261938196,316.6579059747211,-32.93620266409448,-592.8988477588586,-4746.923955928176,
-2004.7060418989377,314.70229190776695,319.96136201530345,-31.532467364407488,-597.9665537906641,-4751.101255068542,
-2025.7430500567539,318.89369983336695,322.38313256707363,-34.67960951291631,-605.6032559058638,-4755.28467084906,
-2046.0206023489677,323.08433203352666,325.17016067480546,-35.889441393236396,-612.2264643395648,-4759.472540004267,
-2064.743359375412,327.27438496839017,328.6043719253415,-33.79193212842391,-616.8407595251193,-4763.6637253393765,
-2084.781667020734,331.46400412826966,331.50011399189646,-34.407116319985484,-623.1428195521754,-4767.857388768048,
-2104.528052938353,335.65330050035016,334.52418399862563,-34.34928411463677,-629.0621825017075,-4875.0221586276075,
-2124.138621614121,339.84235932976094,337.60629813361317,-33.987131308248074,-634.8038598153355,-4982.186928487167,
-2144.4610722770244,344.03124591649225,340.3725761494856,-35.25686780311476,-641.4735181945986,-5089.351698346727,
-2165.3080610225297,348.2200099296222,342.88852666063354,-37.831597747921656,-648.8370376791917,-5196.516468206287,
-2183.7178935259312,352.40927126017675,346.4349406083661,-37.34280755340851,-653.7387864379592,-5303.681238065847,
-2201.4145590350477,356.503656272622,350.2120754527113,-35.76381345873625,-657.8497009157728,-5410.846007925406,
-2220.1188444716217,360.5757176927488,353.6530883095396,-35.739893381116964,-663.0769256356102,-5518.010777784966,
-2238.806909314082,364.68381006902604,357.1000556555363,-34.71812492799228,-668.0091067284235,-5625.175547644526,
-2257.6552603652613,368.8466704523645,360.4874373832322,-33.47236231831699,-672.9802257219652,-5732.340317504086,
-2276.960649459629,373.0449106490754,363.6960199312869,-33.05755406169356,-678.5013530833894,-5736.48386743866,
-2295.9751386552716,377.25869508181665,367.019911025373,-32.116269077204585,-683.6746804427906,-5843.64863729822,
-2314.6300716408327,381.4770807307648,370.4789877019765,-30.53343913686639,-688.4130030416148,-5950.81340715778,
-2333.1565517856957,385.69632857925853,373.98433256826604,-31.133851737087333,-693.6884881336418,-6057.9781770173395,
-2349.982537137096,389.87284733361895,377.9922563188252,-28.704804517750823,-696.9605627080044,-6165.142946876899,
-2368.6482035143076,394.0425179585055,381.44741789049635,-29.564838915979248,-702.3972362434988,-6272.307716736459,
-2386.543284252819,398.2295521713905,385.16396783130074,-27.772175743864526,-706.5700817316425,-6276.516057039352,
-2404.2276039021076,402.4411497028467,388.9447778244295,-25.077808576147348,-710.2958555447535,-6280.577967081756,
-2424.572530017368,406.66832191965096,391.7006278134481,-27.887286603944656,-717.3689037340961,-6284.537156453155,
-2442.8457324507312,410.90135963276015,395.293982570011,-25.990912964534832,-721.7552539746863,-6288.455066277462,
-2462.7905661872105,415.1343743611546,398.2313391018431,-27.721035840107916,-728.2839961635625,-6292.373141054954,
-2482.3412890301306,419.3648217337569,401.338688538307,-28.41069164630709,-734.274070902796,-6296.309478928195,
-2500.6497737089226,423.59154179239084,404.92004296688435,-26.393681378914025,-738.6436361861323,-6300.2717854973325,
-2518.892277961007,427.8138654389739,408.52376973968273,-24.15433749278632,-742.8945822111696,-6407.436555356892,
-2539.0295185977757,432.03153469978236,411.3749374959814,-25.834678180907847,-749.5427578468853,-6514.601325216452,
-2556.37051641921,436.24510033449457,415.2534076541338,-23.80245924734502,-753.2786380991312,-6621.766095076012,
-2574.27201474279,440.23239212134627,418.967950660452,-22.753864662546086,-757.6835780744047,-6728.930864935572,
-2592.680182903791,444.1358493059559,422.5149440008776,-21.89204779405819,-762.4772736787668,-6836.095634795131,
-2612.578326550936,448.106110933775,425.4729032310929,-23.19475436869999,-768.8646386773553,-6943.260404654691,
-2633.7735151448974,452.19682521452813,427.81490068504473,-27.02629550770165,-776.7773669279111,-7050.425174514251,
-2655.030615983394,456.36193810664395,430.12533992382623,-30.86037278568704,-784.7341205502025,-7054.752365246234,
-2675.7770884811384,460.557682003353,432.69036935566555,-33.509511389792074,-792.0462296102222,-7058.910617940069,
-2696.32893015389,464.76287094465016,435.3489486527795,-35.829774585272396,-799.1416917574721,-7063.0123520278285,
-2717.4001105107436,468.9710473662651,437.7535904040703,-39.604651386498944,-806.9539702928155,-7067.095679744568,
-2736.6620652199995,473.18016958917343,440.9797190409212,-39.00943124580513,-812.3941749520093,-7071.173123373892,
-2757.1068027293636,477.38874582529525,443.6889319670946,-41.165367400247575,-819.3744493272293,-7075.253967132984,
-2775.916074448052,481.59583962228993,447.090993527334,-39.60177102764092,-824.2209068478772,-7079.343996250484,
-2796.358019818561,485.800942290783,449.80151831466594,-41.64162209753274,-831.1700661831287,-7083.446257914159,
-2815.284204480203,490.00385649803457,453.1593726497107,-40.2048263795039,-836.1338801492741,-7087.561830072118,
-2834.0152765751213,494.20459345271075,456.590514913285,-38.34848285737103,-840.8343100971197,-7091.690509467993,
-2854.9563132135527,498.40329315660875,459.06007933082446,-41.46969931306912,-848.3977281313261,-7095.831335182843,
-2875.957564528453,502.60016087480244,461.49971069754076,-44.6915415325735,-856.0276667809968,-7099.982988808987,
-2896.7870884248705,506.79538837069174,464.02422579201874,-47.415027760449505,-863.4158611315147,-7104.144262957848,
-2916.974034167268,510.98886822137877,466.85279524520365,-48.48672204117565,-869.9407675637897,-7108.3157127100085,
-2936.1224097346126,515.1807424610347,470.1242626238538,-47.22984527602654,-875.1081065385075,-7112.496444475499,
-2956.7177140824597,519.3719187065602,472.7621225622555,-49.23659282891076,-882.1548790175999,-7116.681191818476,
-2976.6828286661744,523.5627421145681,475.6904916430701,-49.71423820556585,-888.3699580423217,-7120.867964599198,
-2996.9809598433408,527.7532934721781,478.4680225988524,-50.97148204456471,-895.019658994301,-7125.056297039376,
-3017.6669386944463,531.9435854655375,481.0623390896715,-53.180769423158225,-902.1802269419073,-7129.2461147738,
-3037.8509907853722,536.1336227902714,483.8922278476774,-54.15029783575823,-908.6762571087083,-7236.41088463336,
-3057.4145154752555,540.3234169337012,486.99419676534296,-53.70463722475098,-914.3623257202145,-7343.57565449292,
-3076.4891792609856,544.5129874332287,490.29466399248713,-52.25076710400825,-919.4194331452541,-7450.74042435248,
-3097.79478766697,548.7023594334319,492.58024737918777,-56.04778009765411,-927.40133135407,-7557.9051942120395,
-3115.6418724564396,552.8921390660352,496.3117132943537,-54.42422595473657,-931.5964291024279,-7665.069964071599,
-3132.853380094586,557.0460834811789,500.2246949861536,-52.128008653874694,-935.1606459373647,-7772.234733931159,
-3151.7062368785737,561.1982285618835,503.6103778992304,-52.784840667685444,-940.6702108516345,-7879.399503790719,
-3171.5561420319186,565.3710532667914,506.5894936505888,-54.822772663918805,-947.2113081908883,-7986.564273650279,
-3191.8042695309027,569.5704219622016,509.39006143219365,-57.177649842746916,-954.1054478996916,-8093.729043509838,
-3212.293933985356,573.7873245755304,512.0781089346102,-59.967381880952715,-961.2739487320308,-8097.756975480615,
-3232.225206205102,578.0120489982264,515.0214623480385,-61.40071306084371,-967.7176455622725,-8204.921745340176,
-3252.216819164672,582.2384616290122,517.9380539191601,-63.01413549952225,-974.2487938321746,-8312.086515199737,
-3268.8448644120363,586.464069536368,521.9900448087682,-60.069280114453186,-977.206264607302,-8419.251285059298,
-3285.664652099705,590.4719287158943,525.9993972842424,-57.35319775737479,-980.3716717944191,-8526.416054918858,
-3304.654733505686,594.3970988317344,529.3327249831282,-58.15837856033324,-986.0126503955343,-8633.580824778419,
-3325.160000448945,598.3860608864461,532.0133970258901,-61.386456373403,-993.2986669143872,-8638.657049988682,
-3343.60288755502,602.490743856334,535.5482654588158,-59.22803280571109,-997.7084389241907,-8643.27326970124,
-3364.552099377436,606.665805785454,538.0137766289147,-62.53511277986137,-1005.3227527755386,-8647.547690909536,
-3384.1201483866344,610.8688470566984,541.1138417073452,-62.54986240941857,-1011.1416152533589,-8651.662494015116,
-3403.7017938493264,615.0795798590848,544.208178153549,-62.701118896774084,-1017.0073303461072,-8655.729852946262,
-3424.5653843119844,619.2919922151711,546.7159729689453,-66.06662321223575,-1024.5760420404508,-8659.78660618394,
-3444.5195830388834,623.504346676489,549.6491822791519,-67.13338038336606,-1030.9403719716006,-8663.843726545108,
-3463.2574078164084,627.7154240019879,553.0778289217634,-65.52859534786937,-1035.7265062967422,-8771.00849640467,
-3482.697415239726,631.9244704001101,556.2313075942963,-65.31662700388983,-1041.3956476077844,-8878.17326626423,
-3500.5007753153345,636.1316136320454,559.9762178984345,-64.00896605916182,-1045.6591831361943,-8985.33803612379,
-3517.0954421349634,640.2244749252402,564.035318696974,-60.8238724492629,-1048.4985088301673,-9092.502805983351,
-3535.0570481447467,644.2851553682292,567.7309220424578,-59.43317599893387,-1052.8404514528843,-9199.667575842912,
-3555.1605067636247,648.383305567588,570.5973711596154,-61.84364616709299,-1059.6485654211497,-9306.832345702473,
-3573.7829781945434,652.5425028773066,574.0682426935599,-60.23433817982168,-1064.3570688067705,-9413.997115562033,
-3593.024722941847,656.7406101497534,577.3024964387361,-59.73429817646531,-1069.8110964263885,-9418.141452502903,
-3612.355782375423,660.955192329979,580.5006553090365,-59.49777872839988,-1075.3999406401833,-9422.184365259971,
-3630.6611779559444,665.174253549765,584.0830638004137,-57.29204661656305,-1079.7035404162584,-9426.19818780057,
-3649.2367430703202,669.3934771866504,587.5708566443532,-55.57963445526199,-1084.3482023897395,-9430.210941771153,
-3667.682332779931,673.6112413186086,591.1047778572816,-53.59217986177375,-1088.8174698728978,-9434.233262973532,
-3685.9506884198872,677.8264996750721,594.6997744886543,-51.23759033562777,-1093.0450122740378,-9438.271829805191,
-3704.6655476239957,682.0386845333338,598.1368965805805,-49.61583882675772,-1097.8105734597211,-9442.330025017878,
-3723.495572777838,686.247592423282,601.531174441336,-48.135829832186346,-1102.697098367832,-9446.408804515277,
-3743.263123581365,690.4532789513664,604.5461032699864,-48.56707939956902,-1108.7652036676448,-9450.507491470846,
-3762.205015031277,694.6559689083377,607.8979524369563,-47.155614128305444,-1113.7473453024438,-9454.624419780512,
-3781.617426957794,698.8559832878072,611.0628153867755,-46.642950676812774,-1119.3124190707513,-9458.75742012718,
-3800.779312766166,703.0536809159805,614.3289311576904,-45.550106797773246,-1124.5387366291022,-9462.904179520963,
-3821.4087559054205,707.2493948517571,616.9504472951078,-47.776639321796004,-1131.6644753721018,-9467.062607701428,
-3840.6493073848455,711.4432405463051,620.1851799979274,-46.75160149962518,-1136.9637759370676,-9471.23193365192,
-3859.9300756466673,715.635509294064,623.4037226136138,-45.77131808915915,-1142.303397463877,-9475.410390600648,
-3878.855971733253,719.8268871607517,626.7616871335932,-44.072650397819345,-1147.183913777883,-9479.593979215018,
-3898.1565081043386,724.0176896233505,629.9722356983378,-43.0981775288828,-1152.5385048846836,-9483.780872137915,
-3918.01771057498,728.2080551765035,632.9464084864193,-43.325875208433786,-1158.6147916200741,-9487.970268781328,
-3936.6826235485905,732.3980632396836,636.4018451142709,-41.1259607750369,-1163.1558969471416,-9492.161710667095,
-3956.216855795048,736.587772419342,639.5161112174277,-40.615264142546174,-1168.8035310976882,-9599.326480526655,
-3976.796335095062,740.777232162195,642.1615266715611,-42.532857230279184,-1175.8167799286837,-9706.491250386216,
-3997.150957284476,744.9664861395302,644.912869544413,-43.89077700424883,-1182.531469128263,-9813.656020245777,
-4017.7391869611124,749.1555730522452,647.5541088359321,-45.8195198943106,-1189.55359427977,-9920.820790105337,
-4034.9706809814784,753.3451069073116,651.4618483862326,-43.11464601999594,-1192.985144371718,-10027.985559964898,
-4054.2234678438886,757.3409255324525,654.6916658973805,-44.72046653980472,-1199.0096948327152,-10135.150329824459,
-4072.358258380799,761.2748784954975,658.3312733387221,-43.097812484708626,-1203.3932333227526,-10242.31509968402,
-4092.2530398798576,765.2722761648678,661.2907114183741,-44.26172468815983,-1209.742308152755,-10349.47986954358,
-4112.076101629966,769.3756529268461,664.2815429653217,-44.61669278262023,-1215.8274469388323,-10456.64463940314,
-4131.951940086512,773.5452358435504,667.2493012368733,-45.004673744363004,-1221.9574446722297,-10460.948345529601,
-4152.987818494523,777.7429400289279,669.6716370830136,-48.4533828143205,-1229.6665735380723,-10568.113115389162,
-4171.6549985846095,781.9497831815277,673.1262459093197,-46.61651313334799,-1234.3312649989532,-10675.277885248723,
-4189.348937808396,786.1600827600172,676.9041932827885,-45.17044906274973,-1238.4813364445797,-10782.442655108283,
-4206.319853900858,790.3461066359522,680.8778175239447,-42.873570865251764,-1241.8912659417967,-10889.607424967844,
-4225.540982309437,794.5339086954393,684.1203341096582,-45.058602594203435,-1248.0385876594237,-10996.772194827405,
-4243.35200422356,798.7370821878691,687.8628985349551,-43.14047898133914,-1252.1161681105598,-11000.886197178717,
-4262.070378969546,802.9582571438491,691.2987254288627,-42.435543840653395,-1257.1613632509475,-11004.886034970532,
-4281.173697961095,807.190647301517,694.5879590127796,-42.3458559409637,-1262.6380088557112,-11008.808582083557,
-4300.626280784667,811.4271207133796,697.7362347633057,-43.02926008562561,-1268.559833217402,-11012.7015324066,
-4318.9871115825945,815.6630511297237,701.2996291449148,-41.35187054127186,-1273.0743856614215,-11016.598468372007,
-4337.448149378777,819.8961266998286,704.8281266706718,-39.78588490487025,-1277.6901267581907,-11020.516106452844,
-4357.8960215442485,824.1251405691089,707.5358663131616,-42.64828148006404,-1284.8474390100655,-11024.462506066307,
-4376.79894929352,828.3494126648835,710.902583799658,-41.716171175326224,-1289.9491121450294,-11131.627275925868,
-4395.486259866638,832.5686962809758,714.3498276177528,-40.21849025169802,-1294.7356339096223,-11238.792045785429,
-4414.7581408082015,836.7835637223636,717.5719564670047,-42.50449115406747,-1300.942420348995,-11345.95681564499,
-4433.811066598783,840.9474690322572,720.880911575659,-44.69726346090903,-1306.9769939898824,-11453.12158550455,
-4452.707984412554,845.1001380580283,724.2499138624753,-45.8211830087106,-1312.6376400621598,-11560.286355364111,
-4471.036214181694,849.2712892297436,727.8245155439702,-44.614570498226705,-1317.2763890864717,-11667.451125223672,
-4490.22721197013,853.4707038664471,731.079061491418,-44.58114330485163,-1322.8275635009998,-11774.615895083232,
-4509.245964858827,857.688718109893,734.4013003177382,-43.95722352952035,-1328.0965767982336,-11778.636582347164,
-4529.737490165845,861.914487815426,737.088468851669,-46.85020815334526,-1335.29163640064,-11782.605411894909,
-4549.805928041591,866.1414339720669,739.970693121842,-48.67238176070262,-1341.9285489641475,-11786.566160847857,
-4569.550558379129,870.3667436240517,742.9955202127132,-49.649857858693224,-1348.126456710304,-11790.538134242212,
-4589.254683436202,874.5891378045941,746.0377656766606,-50.43676496522423,-1354.2465833117597,-11794.529826973176,
-4609.153290546524,878.8078495986829,748.9955210012937,-51.568987118336516,-1360.5900197097508,-11798.545945109892,
-4629.59521306663,883.0225368723944,751.7060565229701,-53.915884196410474,-1367.6160692619012,-11802.588183447562,
-4647.907513078127,887.2331848504145,755.2861081870244,-51.53615103169551,-1371.8633613286195,-11806.656075575753,
-4669.010024300883,891.4400109302413,757.6749944189413,-55.34965655795528,-1379.706827067785,-11810.74775633953,
-4689.191766636998,895.643378899292,760.5059359363715,-56.693852827740606,-1386.2992163429053,-11814.860580000279,
-4709.274070120708,899.8437276393555,763.3819225379658,-57.7103468805286,-1392.7379681858904,-11818.991582667182,
-4730.2184231610445,904.0415154665051,765.8498430924319,-60.81163733088857,-1400.2988380704855,-11823.137809043958,
-4750.510121257266,908.2371712988279,768.6303453754891,-62.19778739218705,-1406.977593876197,-11827.29657748163,
-4769.600338906104,912.4309943268498,771.9247213722258,-60.87051049518514,-1412.084485915593,-11831.466035112613,
-4789.633287287257,916.6233194361981,774.8228625628213,-61.54613428972323,-1418.3990953066566,-11835.644166760216,
-4810.556665009279,920.8146488400753,777.3011707650602,-64.39444469152724,-1425.8833623357837,-11839.828033982183,
-4830.393671599698,925.0052756252087,780.2859212097623,-64.57413729385334,-1431.930023533036,-11844.015934174171,
-4850.252067745723,929.1953773155702,783.2613225376515,-64.78857852149153,-1438.0007646104016,-11848.206840699384,
-4870.976946045935,933.3850779471566,785.8368281290128,-67.07912692809404,-1445.2086702663782,-11852.400039029115,
-4891.721604406965,937.5744712114478,788.4027385904639,-69.41092353184156,-1452.4406159316811,-11959.564808888676,
-4910.650084027714,941.7636301507783,791.7597164672268,-67.66937014264006,-1457.3089660223798,-12066.729578748236,
-4930.4418646849945,945.9526122642792,794.7641488013375,-67.70477527995392,-1463.2850570184928,-12173.894348607797,
