652,130.09,18.49
653,130.09,18.49
654,130.08,18.49
655,130.08,18.49
656,130.08,18.48
657,130.08,18.48
658,130.08,18.48
659,130.08,18.48
660,130.08,18.48
661,130.07,18.47
662,130.07,18.47
663,130.07,18.47
664,130.07,18.47
665,130.07,18.46
666,130.07,18.46
667,130.07,18.46
668,130.06,18.46
669,130.06,18.46
670,130.06,18.45
671,130.06,18.45
672,130.06,18.45
673,130.06,18.45
674,130.06,18.45
675,130.06,18.45
676,130.06,18.44
677,130.05,18.44
678,130.05,18.44
679,130.05,18.44
680,130.05,18.44
681,130.05,18.43
682,130.05,18.43
683,130.05,18.43
684,130.05,18.43
685,130.05,18.43
686,130.04,18.43
687,130.04,18.43
688,130.04,18.42
689,130.04,18.42
690,130.04,18.42
691,130.04,18.42
692,130.04,18.42
693,130.04,18.42
694,130.04,18.41
695,130.04,18.41
696,130.04,18.41
697,130.04,18.41
698,130.03,18.41
699,130.03,18.41
700,130.03,18.41
701,130.03,18.41
702,130.03,18.40
703,130.03,18.40
704,130.03,18.40
705,130.03,18.40
706,130.03,18.40
707,130.03,18.40
708,130.03,18.40
709,130.03,18.40
710,130.03,18.40
711,130.03,18.39
712,130.03,18.39
713,130.02,18.39
714,130.02,18.39
715,130.02,18.39
716,130.02,18.39
717,130.02,18.39
718,130.02,18.39
719,130.02,18.39
720,130.02,18.38
721,130.02,18.38
722,130.02,18.38
723,130.02,18.38
724,130.02,18.38
725,130.02,18.38
726,130.02,18.38
727,130.02,18.38
728,130.02,18.38
729,130.02,18.38
730,130.02,18.38
731,130.02,18.38
732,130.02,18.37
733,130.01,18.37
734,130.01,18.37
735,130.01,18.37
736,130.01,18.37
737,130.01,18.37
738,130.01,18.37
739,130.01,18.37
740,130.01,18.37
741,130.01,18.37
742,130.01,18.37
743,130.01,18.37
744,130.01,18.37
745,130.01,18.37
746,130.01,18.36
747,130.01,18.36
748,130.01,18.36
749,130.01,18.36
750,130.01,18.36
751,130.01,18.36
752,130.01,18.36
753,130.01,18.36
754,130.01,18.36
755,130.01,18.36
756,130.01,18.36
757,130.01,18.36
758,130.01,18.36
759,130.01,18.36
760,130.01,18.36
761,130.01,18.36
762,130.01,18.36
763,130.01,18.36
764,130.01,18.35
765,130.01,18.35
766,130.01,18.35
767,130.01,18.35
768,130.01,18.35
769,130.01,18.35
770,130.01,18.35
771,130.01,18.35
772,130.01,18.35
773,130.01,18.35
774,130.01,18.35
775,130.01,18.35
776,130.00,18.35
777,130.00,18.35
778,130.00,18.35
779,130.00,18.35
780,130.00,18.35
781,130.00,18.35
782,130.00,18.35
783,130.00,18.35
784,130.00,18.35
785,130.00,18.35
786,130.00,18.35
787,130.00,18.35
788,130.00,18.35
789,130.00,18.35
790,130.00,18.35
791,130.00,18.35
792,130.00,18.35
793,130.00,18.34
794,130.00,18.34
795,130.00,18.34
796,130.00,18.34
797,130.00,18.34
798,130.00,18.34
799,130.00,18.34
800,130.00,18.34
